Age,Gender,MaritalStatus,Attrition,BusinessTravel,Department,JobRole,EducationField,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,DailyRate,MonthlyRate,MonthlyIncome,JobInvolvement,JobLevel,NumCompaniesWorked,PerformanceRating
33,Male,Divorced,No,Travel_Rarely,"Human Resources","Human Resources","Human Resources",3,910,4,57,1075,22650,2277,3,1,3,3
32,Male,Single,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",25,911,1,87,374,18016,2795,3,1,1,4
29,Female,Divorced,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,7,912,1,62,1086,6054,2532,2,1,6,3
44,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",9,913,2,61,661,7508,2559,3,1,1,3
28,Male,Single,No,Travel_Rarely,Sales,"Sales Executive",Medical,5,916,1,98,821,24252,4908,3,2,1,3
58,Male,Divorced,Yes,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",2,918,4,57,781,13384,2380,2,1,9,3
43,Female,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",8,920,1,55,177,23814,4765,3,2,4,4
20,Female,Single,Yes,Travel_Rarely,Sales,"Sales Representative",Medical,2,922,3,49,500,22052,2044,2,1,1,3
21,Female,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist",Other,18,923,4,65,1427,8870,2693,3,1,1,3
36,Male,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",14,924,3,68,1425,4821,6586,3,2,0,3
47,Female,Single,No,Travel_Rarely,Sales,"Sales Representative","Life Sciences",2,925,4,65,1454,13137,3294,2,1,1,3
22,Female,Married,Yes,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",3,926,2,34,617,10022,4171,3,2,0,3
41,Female,Divorced,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",2,927,2,57,1085,17725,2778,1,1,4,3
28,Female,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,9,930,3,77,995,9834,2377,3,1,5,3
39,Male,Married,Yes,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,6,932,4,70,1122,4303,2404,3,1,7,4
27,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",4,933,2,76,618,17808,2318,3,1,1,3
34,Male,Divorced,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",10,934,2,83,546,6896,2008,3,1,1,3
42,Female,Single,No,Travel_Rarely,Sales,"Sales Executive",Medical,14,936,3,68,462,7824,6244,2,2,7,3
33,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist",Other,1,939,3,100,1198,3339,2799,2,1,3,3
58,Female,Divorced,No,Travel_Rarely,"Research & Development","Healthcare Representative","Technical Degree",5,940,3,37,1272,9255,10552,2,3,2,3
31,Male,Married,No,Travel_Rarely,Sales,"Sales Representative","Life Sciences",7,941,2,41,154,11737,2329,2,1,3,3
35,Female,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",21,942,4,51,1137,19170,4014,3,2,1,4
49,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Other,8,944,1,51,527,22477,7403,3,3,4,3
48,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,20,945,4,51,1469,5543,2259,3,1,4,3
31,Female,Married,No,Non-Travel,Sales,"Sales Executive",Marketing,20,947,4,45,1188,24406,6932,3,2,1,3
36,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist",Other,7,949,2,65,188,23293,4678,3,1,2,3
38,Female,Married,No,Travel_Rarely,"Research & Development","Research Director","Technical Degree",1,950,4,80,1333,16292,13582,3,3,1,3
32,Female,Married,No,Non-Travel,"Research & Development","Laboratory Technician","Life Sciences",1,951,3,70,1184,3974,2332,2,1,6,4
25,Male,Married,Yes,Travel_Rarely,Sales,"Sales Representative",Marketing,19,952,3,36,867,18798,2413,2,1,1,3
40,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,10,954,1,67,658,20652,9705,2,3,2,3
26,Male,Single,No,Travel_Frequently,Sales,"Sales Executive",Medical,1,956,3,52,1283,11148,4294,2,2,1,3
41,Male,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,6,957,4,59,263,3119,4721,3,1,2,3
36,Male,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,2,958,3,79,938,12287,2519,3,1,4,4
19,Male,Single,Yes,Travel_Rarely,Sales,"Sales Representative",Other,21,959,4,37,419,9947,2121,2,1,1,3
20,Male,Single,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Technical Degree",4,960,1,84,129,13008,2973,3,1,1,3
31,Female,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,12,961,4,41,616,17369,5855,3,2,0,3
40,Male,Divorced,No,Travel_Frequently,"Research & Development","Research Scientist",Medical,9,964,4,35,1469,25063,3617,3,1,8,3
32,Female,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,3,966,3,93,498,13554,6725,3,2,1,3
36,Male,Married,Yes,Travel_Rarely,Sales,"Sales Executive","Life Sciences",3,967,3,51,530,5518,10325,2,3,1,3
33,Female,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",1,969,2,42,1069,12291,6949,2,2,0,3
37,Male,Married,Yes,Travel_Rarely,Sales,"Sales Executive","Life Sciences",1,970,1,46,625,14922,10609,2,3,5,3
45,Male,Married,No,Non-Travel,"Research & Development","Laboratory Technician","Life Sciences",4,972,3,57,805,23163,4447,3,2,1,3
29,Female,Married,No,Travel_Frequently,Sales,"Sales Representative","Technical Degree",20,974,3,84,1404,18203,2157,3,1,1,3
35,Female,Married,No,Travel_Rarely,Sales,"Sales Executive",Medical,18,975,3,86,1219,6179,4601,3,2,1,3
52,Male,Married,No,Travel_Rarely,"Research & Development",Manager,"Life Sciences",1,976,4,70,1053,13829,17099,3,4,2,3
58,Male,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist","Technical Degree",2,977,4,51,289,26227,2479,3,1,4,4
53,Male,Divorced,No,Travel_Rarely,Sales,Manager,Medical,2,981,3,45,1376,13938,14852,3,4,6,3
30,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Other,8,982,3,62,231,9977,7264,3,3,5,3
38,Female,Single,No,Non-Travel,Sales,"Sales Executive","Technical Degree",10,983,3,85,152,19899,5666,3,2,1,3
35,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",3,984,4,92,882,6812,7823,3,3,6,3
39,Male,Single,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",2,985,1,41,903,2560,7880,4,3,0,3
40,Female,Single,Yes,Non-Travel,Sales,"Sales Executive","Life Sciences",24,986,2,100,1479,17071,13194,4,4,4,3
47,Male,Divorced,No,Travel_Frequently,"Research & Development","Manufacturing Director",Medical,16,987,3,64,1379,6759,5067,4,2,1,3
36,Male,Divorced,No,Non-Travel,Sales,"Sales Executive","Technical Degree",8,990,1,84,1229,25952,5079,3,2,4,3
31,Male,Single,Yes,Non-Travel,"Research & Development","Research Scientist",Medical,9,991,3,46,335,10322,2321,2,1,0,4
33,Male,Single,No,Non-Travel,Sales,Manager,"Life Sciences",17,992,4,38,722,20489,17444,3,4,1,3
29,Female,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",10,994,4,92,906,11479,2404,2,1,6,4
33,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",13,995,2,53,461,17241,3452,3,1,3,3
45,Female,Divorced,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,1,996,4,91,974,11005,2270,3,1,3,3
50,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Director",Medical,1,997,4,66,1126,6615,17399,3,4,9,4
33,Female,Married,No,Travel_Frequently,"Research & Development","Healthcare Representative",Other,1,998,3,84,827,20161,5488,4,2,1,3
41,Male,Divorced,No,Travel_Frequently,"Research & Development","Research Director",Medical,9,999,1,64,840,3735,19419,3,5,2,3
27,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Technical Degree",16,1001,3,37,1134,12086,2811,3,1,9,3
45,Male,Married,No,Non-Travel,"Research & Development","Laboratory Technician","Life Sciences",23,1002,4,42,248,14039,3633,3,2,1,3
47,Female,Single,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",4,1003,4,83,955,8571,4163,3,2,1,3
30,Female,Married,Yes,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",22,1004,1,48,138,11539,2132,3,1,4,3
50,Male,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",24,1005,4,95,939,4161,13973,3,4,3,3
38,Male,Married,No,Travel_Frequently,"Research & Development","Research Scientist",Medical,10,1006,3,66,1391,12127,2684,3,1,0,3
46,Male,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,7,1007,4,75,566,24208,10845,3,3,6,3
24,Female,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,17,1009,4,41,1206,24117,4377,2,2,1,3
35,Male,Divorced,Yes,Travel_Rarely,"Research & Development","Laboratory Technician",Other,14,1010,3,39,622,10074,3743,2,1,1,4
31,Female,Married,No,Travel_Frequently,"Research & Development","Manufacturing Director","Life Sciences",1,1011,3,96,853,11275,4148,3,2,1,3
18,Male,Single,No,Non-Travel,"Research & Development","Research Scientist","Life Sciences",5,1012,2,73,287,13493,1051,3,1,1,3
54,Female,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Technical Degree",17,1013,3,56,1441,13943,10739,3,3,8,3
35,Female,Divorced,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,25,1014,3,57,583,6975,10388,3,3,1,3
30,Female,Married,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",8,1015,2,73,153,17802,11416,4,3,0,3
20,Female,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist",Medical,11,1016,4,98,1097,18275,2600,2,1,1,3
30,Female,Single,Yes,Travel_Frequently,"Research & Development","Laboratory Technician",Medical,5,1017,2,60,109,25725,2422,3,1,0,3
26,Male,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,2,1018,4,32,1066,3334,5472,4,2,1,3
22,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",8,1019,2,94,217,6881,2451,1,1,1,3
48,Male,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",6,1022,1,97,277,13119,4240,2,2,2,3
48,Male,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",4,1024,3,78,1355,22245,10999,2,3,7,3
41,Female,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,7,1025,4,42,549,23371,5003,3,2,6,3
39,Female,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",1,1026,4,65,466,7060,12742,2,4,1,3
27,Female,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",2,1027,1,47,1055,4658,4227,3,2,0,3
35,Male,Divorced,No,Travel_Rarely,"Research & Development","Laboratory Technician",Other,10,1028,2,45,802,9541,3917,3,1,1,4
42,Male,Married,No,Travel_Rarely,Sales,Manager,Marketing,5,1029,4,90,265,7770,18303,3,5,6,3
50,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",9,1030,1,64,804,20165,2380,3,1,4,3
59,Female,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",2,1032,3,69,715,21829,13726,2,4,3,3
37,Female,Married,Yes,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,11,1033,1,61,1141,14382,4777,1,2,5,3
55,Male,Married,No,Travel_Frequently,"Research & Development","Healthcare Representative",Medical,18,1034,3,62,135,12992,6385,3,2,3,3
41,Female,Divorced,No,Non-Travel,"Research & Development","Research Director","Life Sciences",7,1035,2,55,247,20284,19973,1,5,1,4
38,Male,Single,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",3,1036,2,42,1035,4981,6861,3,2,8,3
26,Male,Single,Yes,Non-Travel,Sales,"Sales Executive",Medical,29,1037,2,79,265,21813,4969,1,2,8,3
52,Female,Married,Yes,Travel_Rarely,Sales,Manager,Marketing,2,1038,1,57,266,25846,19845,1,5,1,3
44,Female,Married,No,Travel_Rarely,Sales,"Sales Executive",Medical,28,1039,4,53,1448,11737,13320,4,4,3,3
50,Female,Married,No,Non-Travel,Sales,"Sales Executive","Life Sciences",1,1040,4,95,145,24920,6347,3,2,0,3
36,Female,Single,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",16,1042,3,43,885,8269,2743,4,1,1,3
39,Female,Single,No,Travel_Frequently,"Research & Development","Manufacturing Director",Medical,22,1043,4,82,945,5083,10880,3,3,1,3
33,Female,Single,No,Non-Travel,Sales,"Sales Representative","Life Sciences",8,1044,2,88,1038,21437,2342,2,1,0,3
45,Female,Married,No,Travel_Rarely,Sales,Manager,"Life Sciences",11,1045,4,90,1234,5404,17650,3,4,3,3
32,Female,Single,No,Non-Travel,"Research & Development","Laboratory Technician",Medical,29,1046,4,69,1109,11135,4025,3,1,9,3
34,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,1,1047,2,75,216,12278,9725,4,2,0,3
59,Male,Married,No,Travel_Rarely,Sales,Manager,"Technical Degree",1,1048,2,66,1089,11038,11904,3,3,3,3
45,Male,Single,No,Travel_Rarely,"Human Resources","Human Resources",Medical,24,1049,2,36,788,8318,2177,3,1,1,3
53,Female,Married,No,Travel_Frequently,Sales,"Sales Executive",Marketing,2,1050,3,38,124,23537,7525,2,3,2,3
36,Male,Divorced,Yes,Travel_Rarely,"Research & Development","Laboratory Technician",Other,15,1052,1,81,660,7858,4834,3,2,7,3
26,Male,Married,Yes,Travel_Frequently,"Research & Development","Research Scientist","Life Sciences",2,1053,1,57,342,15346,2042,3,1,6,3
34,Female,Married,No,Travel_Rarely,Sales,"Sales Representative","Life Sciences",10,1055,3,87,1333,18410,2220,3,1,1,3
28,Male,Married,No,Travel_Rarely,Sales,"Sales Representative",Medical,10,1056,4,74,1144,23384,1052,3,1,1,4
38,Male,Married,No,Travel_Frequently,"Research & Development","Research Scientist",Other,3,1060,3,44,1186,2997,2821,3,1,3,3
50,Male,Married,No,Travel_Rarely,"Research & Development","Research Director",Medical,2,1061,2,62,1464,12853,19237,3,5,2,3
37,Female,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative",Other,3,1062,4,35,124,13848,4107,3,2,3,3
40,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,26,1066,3,74,300,22217,8396,3,2,1,3
26,Female,Divorced,No,Travel_Frequently,"Research & Development","Research Scientist",Medical,1,1068,1,66,921,25265,2007,2,1,1,3
46,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Director",Medical,1,1069,4,40,430,21445,19627,3,5,9,3
54,Female,Married,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",2,1070,3,41,1082,8392,10686,2,3,6,3
56,Female,Married,No,Travel_Frequently,"Research & Development","Research Scientist",Medical,9,1071,1,63,1240,12154,2942,3,1,2,3
36,Female,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,12,1073,4,51,796,15669,8858,2,3,0,3
55,Male,Single,No,Non-Travel,"Research & Development",Manager,Medical,2,1074,3,40,444,17323,16756,2,4,7,3
43,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Medical,25,1076,3,79,415,5268,10798,2,3,5,3
20,Female,Single,Yes,Travel_Frequently,Sales,"Sales Representative",Marketing,9,1077,4,54,769,17205,2323,3,1,1,3
21,Female,Single,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",10,1079,3,36,1334,17258,1416,2,1,1,3
46,Female,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",8,1080,4,74,1003,21029,4615,2,2,8,4
51,Male,Married,Yes,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",4,1081,1,34,1323,10332,2461,3,1,9,3
28,Male,Single,Yes,Non-Travel,"Research & Development","Healthcare Representative","Technical Degree",24,1082,2,72,1366,12355,8722,2,3,1,3
26,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,1,1083,1,59,192,11141,3955,2,1,1,3
30,Male,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director",Other,20,1084,3,85,1176,9096,9957,3,2,0,3
41,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Technical Degree",7,1085,2,43,509,18863,3376,4,1,1,3
38,Female,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",17,1088,3,65,330,24608,8823,2,3,0,3
40,Male,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative","Technical Degree",20,1092,1,61,1492,26542,10322,3,3,4,4
27,Male,Married,No,Non-Travel,"Research & Development","Laboratory Technician","Life Sciences",8,1094,1,87,1277,5869,4621,1,1,1,3
55,Male,Married,No,Travel_Frequently,"Research & Development","Manufacturing Director","Life Sciences",2,1096,4,65,1091,15813,10976,3,3,3,3
28,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist",Other,10,1097,3,59,857,7909,3660,3,2,3,3
44,Male,Married,Yes,Travel_Rarely,"Human Resources","Human Resources",Medical,1,1098,2,91,1376,2326,10482,2,3,9,3
33,Male,Divorced,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",5,1099,4,34,654,21214,7119,2,3,4,3
35,Male,Single,Yes,Travel_Rarely,Sales,"Sales Executive","Technical Degree",4,1100,4,86,1204,10333,9582,3,3,0,4
33,Female,Single,Yes,Travel_Frequently,"Research & Development","Research Scientist",Medical,29,1101,1,54,827,3129,4508,2,2,1,4
28,Male,Divorced,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",15,1102,1,50,895,22482,2207,3,1,1,3
34,Male,Single,No,Travel_Frequently,"Research & Development","Healthcare Representative","Life Sciences",3,1103,1,45,618,22266,7756,3,2,0,3
37,Female,Divorced,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",10,1105,4,88,309,24223,6694,2,2,2,3
25,Male,Married,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Technical Degree",4,1106,4,32,1219,4605,3691,3,1,1,3
26,Male,Divorced,Yes,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,21,1107,1,37,1330,19373,2377,3,1,1,4
33,Male,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist",Medical,25,1108,1,55,1017,2993,2313,2,1,4,4
42,Male,Married,No,Travel_Rarely,"Research & Development",Manager,Medical,2,1109,4,35,469,14399,17665,3,4,0,3
28,Male,Divorced,Yes,Travel_Frequently,"Research & Development","Laboratory Technician",Medical,1,1111,1,45,1009,7160,2596,2,1,1,3
50,Male,Single,Yes,Travel_Frequently,Sales,"Sales Executive",Other,1,1113,4,81,959,17251,4728,3,2,3,3
33,Female,Married,No,Travel_Frequently,Sales,"Sales Executive","Life Sciences",7,1114,4,30,970,13401,4302,3,2,0,3
34,Male,Married,No,Non-Travel,"Research & Development","Research Scientist","Life Sciences",3,1115,3,40,697,22478,2979,2,1,3,3
48,Male,Single,No,Non-Travel,"Research & Development",Manager,Medical,1,1116,1,35,1262,16154,16885,4,4,2,4
45,Female,Married,No,Non-Travel,Sales,"Sales Executive","Life Sciences",9,1117,2,65,1050,17970,5593,2,2,1,3
52,Male,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",7,1118,2,87,994,15322,10445,3,3,7,3
38,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,10,1119,3,73,770,5569,8740,2,3,0,3
29,Female,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",28,1120,3,93,1107,26968,2514,3,1,4,4
28,Female,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,3,1121,4,93,950,8039,7655,3,3,0,3
46,Male,Married,No,Travel_Rarely,Sales,Manager,Marketing,3,1124,1,52,406,15596,17465,3,4,3,3
38,Male,Single,No,Travel_Rarely,Sales,"Sales Executive",Marketing,2,1125,4,32,130,20619,7351,3,3,7,3
43,Female,Married,No,Travel_Frequently,"Research & Development","Manufacturing Director","Life Sciences",27,1126,3,83,1082,11535,10820,3,3,8,3
39,Male,Divorced,Yes,Travel_Frequently,"Research & Development","Healthcare Representative","Life Sciences",2,1127,1,84,203,13547,12169,3,4,7,3
40,Male,Single,No,Travel_Rarely,"Research & Development","Research Director",Medical,14,1128,3,44,1308,17544,19626,2,5,1,3
21,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Technical Degree",1,1131,4,70,984,25326,2070,2,1,1,3
39,Male,Single,No,Non-Travel,"Research & Development","Laboratory Technician","Life Sciences",9,1132,3,70,439,8770,6782,3,2,9,3
36,Male,Single,No,Non-Travel,"Research & Development","Manufacturing Director","Life Sciences",18,1133,1,78,217,23238,7779,3,2,2,4
31,Male,Married,No,Travel_Frequently,Sales,"Sales Representative","Life Sciences",20,1135,3,67,793,21981,2791,4,1,0,3
28,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",2,1136,1,67,1451,19911,3201,2,1,0,3
35,Male,Divorced,No,Travel_Frequently,Sales,"Sales Executive",Marketing,11,1137,4,54,1182,18500,4968,3,2,1,3
49,Male,Married,No,Travel_Rarely,Sales,"Sales Executive","Technical Degree",8,1138,4,56,174,11879,13120,2,4,6,3
34,Male,Single,No,Travel_Frequently,"Research & Development","Manufacturing Director","Life Sciences",2,1140,4,95,1003,15834,4033,3,2,2,3
29,Female,Divorced,No,Travel_Frequently,"Research & Development","Research Scientist","Life Sciences",10,1143,4,61,490,17940,3291,3,1,0,3
42,Male,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,29,1148,2,56,188,9558,4272,1,2,4,3
29,Male,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,8,1150,2,79,718,17689,5056,2,2,1,3
38,Male,Married,No,Travel_Rarely,"Human Resources","Human Resources","Human Resources",1,1152,3,37,433,6004,2844,4,1,1,3
28,Male,Divorced,No,Travel_Frequently,"Research & Development","Research Scientist","Life Sciences",6,1154,3,39,773,22088,2703,2,1,1,3
18,Male,Single,Yes,Non-Travel,"Research & Development","Laboratory Technician",Medical,8,1156,3,80,247,13556,1904,3,1,1,3
33,Female,Single,Yes,Travel_Rarely,Sales,"Sales Executive",Marketing,9,1157,1,77,603,18385,8224,3,2,0,3
41,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",12,1158,2,46,167,9051,4766,3,1,3,3
31,Male,Married,Yes,Travel_Frequently,"Research & Development","Laboratory Technician",Medical,15,1160,3,72,874,6233,2610,3,1,1,3
37,Female,Divorced,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,25,1161,3,52,367,17171,5731,2,2,7,3
27,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",6,1162,4,55,199,7950,2539,2,1,1,3
34,Female,Married,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",9,1163,2,70,1400,5829,5714,3,2,1,4
35,Male,Single,No,Travel_Rarely,"Human Resources","Human Resources","Technical Degree",8,1164,3,100,528,7108,4323,3,1,1,3
29,Female,Married,Yes,Travel_Rarely,Sales,"Sales Executive","Life Sciences",23,1165,4,45,408,11162,7336,2,3,1,3
40,Female,Single,No,Travel_Frequently,"Research & Development","Research Director",Medical,9,1166,2,88,593,13782,13499,3,3,9,3
42,Male,Single,Yes,Travel_Frequently,Sales,"Sales Executive","Life Sciences",12,1167,3,44,481,2447,13758,3,4,0,3
42,Male,Single,No,Travel_Rarely,Sales,"Sales Executive",Marketing,4,1171,2,45,647,2253,5155,3,2,7,3
35,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,1,1172,4,58,982,16340,2258,2,1,6,3
24,Male,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,24,1173,4,49,477,6409,3597,3,1,8,4
28,Female,Married,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",12,1175,3,79,1485,22955,2515,3,1,1,3
26,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,3,1177,1,82,1384,13421,4420,4,1,1,4
30,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,10,1179,3,72,852,2706,6578,2,2,1,3
40,Female,Married,No,Travel_Frequently,"Research & Development","Research Scientist",Medical,26,1180,3,92,902,21203,4422,2,2,3,3
35,Male,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",2,1182,3,44,819,19588,10274,2,3,2,3
34,Male,Single,No,Travel_Frequently,"Research & Development","Healthcare Representative",Medical,1,1184,4,97,669,25755,5343,2,2,0,4
35,Male,Married,No,Travel_Frequently,"Research & Development","Laboratory Technician",Other,4,1185,4,47,636,26537,2376,2,1,1,3
43,Female,Single,Yes,Travel_Rarely,Sales,"Sales Executive",Marketing,9,1188,1,85,1372,9489,5346,1,2,8,3
32,Female,Divorced,No,Non-Travel,Sales,"Sales Representative","Life Sciences",2,1190,3,76,862,14947,2827,3,1,1,3
56,Female,Divorced,No,Travel_Rarely,"Research & Development",Manager,"Technical Degree",4,1191,4,92,718,18575,19943,3,5,4,3
29,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,6,1192,2,54,1401,26342,3131,3,1,1,3
19,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",9,1193,3,54,645,7172,2552,3,1,1,4
45,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,7,1195,1,83,1457,20100,4477,3,1,4,3
37,Female,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",1,1196,4,56,977,9961,6474,2,2,1,3
20,Male,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",3,1198,1,87,805,12828,3033,2,1,1,3
44,Male,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",10,1200,3,96,1097,10826,2936,3,1,1,3
53,Female,Divorced,No,Travel_Rarely,"Research & Development",Manager,Medical,7,1201,4,50,1223,18640,18606,3,5,3,3
29,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",15,1202,2,69,942,26933,2168,1,1,0,3
22,Male,Married,Yes,Travel_Frequently,"Research & Development","Research Scientist","Life Sciences",3,1203,3,48,1256,4223,2853,2,1,0,3
46,Female,Married,No,Travel_Rarely,Sales,Manager,Marketing,2,1204,3,69,1402,24097,17048,3,4,8,4
44,Male,Single,No,Non-Travel,"Research & Development","Research Scientist","Life Sciences",17,1206,4,74,111,4279,2290,1,1,2,3
33,Male,Married,No,Travel_Rarely,"Human Resources","Human Resources","Human Resources",2,1207,2,99,147,8429,3600,3,1,1,3
41,Male,Divorced,Yes,Non-Travel,"Research & Development","Research Scientist","Life Sciences",5,1210,1,95,906,20293,2107,2,1,6,3
30,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",29,1211,3,61,1329,13192,4115,3,2,8,3
40,Male,Married,No,Travel_Frequently,Sales,"Sales Executive",Medical,2,1212,2,62,1184,25440,4327,3,2,5,3
50,Female,Married,No,Travel_Frequently,"Research & Development",Manager,Medical,2,1215,4,30,1421,9490,17856,3,4,2,4
28,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,19,1216,4,78,1179,12449,3196,2,1,1,3
46,Male,Married,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",15,1217,4,52,1450,10849,19081,3,5,5,3
